onset	duration	sample	type	value
0	n/a	1	STATUS	61440
0	n/a	1	Epoch	n/a
0	n/a	1	CM_in_range	n/a
206.775390625	n/a	105870	STATUS	61694
208.275390625	n/a	106638	STATUS	61450
209.775390625	n/a	107406	STATUS	61468
210.140625	n/a	107593	STATUS	61471
210.875	n/a	107969	STATUS	61472
211.150390625	n/a	108110	STATUS	61480
212.158203125	n/a	108626	STATUS	61490
214.158203125	n/a	109650	STATUS	61501
215.224609375	n/a	110196	STATUS	61511
215.474609375	n/a	110324	STATUS	61450
216.974609375	n/a	111092	STATUS	61468
217.341796875	n/a	111280	STATUS	61471
218.076171875	n/a	111656	STATUS	61472
218.349609375	n/a	111796	STATUS	61480
219.359375	n/a	112313	STATUS	61490
220.91796875	n/a	113111	STATUS	61501
221.826171875	n/a	113576	STATUS	61510
222.076171875	n/a	113704	STATUS	61450
223.576171875	n/a	114472	STATUS	61468
223.943359375	n/a	114660	STATUS	61471
224.67578125	n/a	115035	STATUS	61472
224.951171875	n/a	115176	STATUS	61480
225.958984375	n/a	115692	STATUS	61490
227.7421875	n/a	116605	STATUS	61501
228.7421875	n/a	117117	STATUS	61511
228.9921875	n/a	117245	STATUS	61450
230.4921875	n/a	118013	STATUS	61463
230.859375	n/a	118201	STATUS	61471
231.134765625	n/a	118342	STATUS	61472
231.8671875	n/a	118717	STATUS	61480
232.876953125	n/a	119234	STATUS	61490
234.41796875	n/a	120023	STATUS	61501
235.28515625	n/a	120467	STATUS	61510
235.53515625	n/a	120595	STATUS	61450
237.03515625	n/a	121363	STATUS	61463
237.40234375	n/a	121551	STATUS	61471
237.677734375	n/a	121692	STATUS	61472
238.41015625	n/a	122067	STATUS	61480
239.41796875	n/a	122583	STATUS	61490
241.02734375	n/a	123407	STATUS	61501
242.626953125	n/a	124226	STATUS	61511
242.876953125	n/a	124354	STATUS	61450
244.376953125	n/a	125122	STATUS	61463
244.744140625	n/a	125310	STATUS	61471
245.01953125	n/a	125451	STATUS	61472
245.751953125	n/a	125826	STATUS	61480
246.76171875	n/a	126343	STATUS	61490
248.236328125	n/a	127098	STATUS	61501
249.09375	n/a	127537	STATUS	61511
249.34375	n/a	127665	STATUS	61450
250.84375	n/a	128433	STATUS	61463
251.2109375	n/a	128621	STATUS	61471
251.486328125	n/a	128762	STATUS	61472
252.21875	n/a	129137	STATUS	61480
253.228515625	n/a	129654	STATUS	61490
254.7109375	n/a	130413	STATUS	61501
255.6875	n/a	130913	STATUS	61510
255.9375	n/a	131041	STATUS	61450
257.4375	n/a	131809	STATUS	61468
257.802734375	n/a	131996	STATUS	61471
258.537109375	n/a	132372	STATUS	61472
258.8125	n/a	132513	STATUS	61480
259.8203125	n/a	133029	STATUS	61490
261.88671875	n/a	134087	STATUS	61501
262.787109375	n/a	134548	STATUS	61510
263.037109375	n/a	134676	STATUS	61450
264.537109375	n/a	135444	STATUS	61463
264.904296875	n/a	135632	STATUS	61471
265.1796875	n/a	135773	STATUS	61472
265.912109375	n/a	136148	STATUS	61480
266.919921875	n/a	136664	STATUS	61490
269.044921875	n/a	137752	STATUS	61501
270.0546875	n/a	138269	STATUS	61511
270.3046875	n/a	138397	STATUS	61450
271.8046875	n/a	139165	STATUS	61468
272.171875	n/a	139353	STATUS	61471
272.904296875	n/a	139728	STATUS	61472
273.1796875	n/a	139869	STATUS	61480
274.1875	n/a	140385	STATUS	61490
275.8125	n/a	141217	STATUS	61501
276.671875	n/a	141657	STATUS	61511
276.921875	n/a	141785	STATUS	61450
278.421875	n/a	142553	STATUS	61468
278.7890625	n/a	142741	STATUS	61471
279.521484375	n/a	143116	STATUS	61472
279.796875	n/a	143257	STATUS	61480
280.8046875	n/a	143773	STATUS	61490
282.439453125	n/a	144610	STATUS	61501
283.4140625	n/a	145109	STATUS	61511
283.6640625	n/a	145237	STATUS	61450
285.1640625	n/a	146005	STATUS	61463
285.53125	n/a	146193	STATUS	61471
285.8046875	n/a	146333	STATUS	61472
286.5390625	n/a	146709	STATUS	61480
287.546875	n/a	147225	STATUS	61490
288.748046875	n/a	147840	STATUS	61501
289.697265625	n/a	148326	STATUS	61510
289.947265625	n/a	148454	STATUS	61450
291.447265625	n/a	149222	STATUS	61463
291.814453125	n/a	149410	STATUS	61471
292.08984375	n/a	149551	STATUS	61472
292.822265625	n/a	149926	STATUS	61480
293.83203125	n/a	150443	STATUS	61490
295.115234375	n/a	151100	STATUS	61501
296.123046875	n/a	151616	STATUS	61511
296.373046875	n/a	151744	STATUS	61450
297.873046875	n/a	152512	STATUS	61463
298.240234375	n/a	152700	STATUS	61471
298.515625	n/a	152841	STATUS	61472
299.248046875	n/a	153216	STATUS	61480
300.255859375	n/a	153732	STATUS	61490
301.615234375	n/a	154428	STATUS	61501
302.541015625	n/a	154902	STATUS	61511
302.791015625	n/a	155030	STATUS	61450
304.291015625	n/a	155798	STATUS	61468
304.65625	n/a	155985	STATUS	61471
305.390625	n/a	156361	STATUS	61472
305.666015625	n/a	156502	STATUS	61480
306.673828125	n/a	157018	STATUS	61490
307.95703125	n/a	157675	STATUS	61501
308.83984375	n/a	158127	STATUS	61511
309.08984375	n/a	158255	STATUS	61450
310.58984375	n/a	159023	STATUS	61463
310.95703125	n/a	159211	STATUS	61471
311.232421875	n/a	159352	STATUS	61472
311.966796875	n/a	159728	STATUS	61480
312.974609375	n/a	160244	STATUS	61490
314.099609375	n/a	160820	STATUS	61501
314.982421875	n/a	161272	STATUS	61511
315.232421875	n/a	161400	STATUS	61450
316.732421875	n/a	162168	STATUS	61468
317.099609375	n/a	162356	STATUS	61471
317.83203125	n/a	162731	STATUS	61472
318.107421875	n/a	162872	STATUS	61480
319.1171875	n/a	163389	STATUS	61490
320.3671875	n/a	164029	STATUS	61501
321.2421875	n/a	164477	STATUS	61511
321.4921875	n/a	164605	STATUS	61450
322.9921875	n/a	165373	STATUS	61468
323.359375	n/a	165561	STATUS	61471
324.091796875	n/a	165936	STATUS	61472
324.3671875	n/a	166077	STATUS	61480
325.375	n/a	166593	STATUS	61490
326.67578125	n/a	167259	STATUS	61501
327.517578125	n/a	167690	STATUS	61510
327.767578125	n/a	167818	STATUS	61450
329.267578125	n/a	168586	STATUS	61463
329.634765625	n/a	168774	STATUS	61471
329.908203125	n/a	168914	STATUS	61472
330.642578125	n/a	169290	STATUS	61480
331.650390625	n/a	169806	STATUS	61490
333.158203125	n/a	170578	STATUS	61500
334.66015625	n/a	171347	STATUS	61510
334.91015625	n/a	171475	STATUS	61450
336.41015625	n/a	172243	STATUS	61463
336.775390625	n/a	172430	STATUS	61471
337.05078125	n/a	172571	STATUS	61472
337.78515625	n/a	172947	STATUS	61480
338.79296875	n/a	173463	STATUS	61490
340.126953125	n/a	174146	STATUS	61501
341.001953125	n/a	174594	STATUS	61510
341.251953125	n/a	174722	STATUS	61450
342.751953125	n/a	175490	STATUS	61463
343.119140625	n/a	175678	STATUS	61471
343.392578125	n/a	175818	STATUS	61472
344.126953125	n/a	176194	STATUS	61480
345.134765625	n/a	176710	STATUS	61490
346.435546875	n/a	177376	STATUS	61501
347.4765625	n/a	177909	STATUS	61510
347.7265625	n/a	178037	STATUS	61450
349.2265625	n/a	178805	STATUS	61463
349.59375	n/a	178993	STATUS	61471
349.869140625	n/a	179134	STATUS	61472
350.6015625	n/a	179509	STATUS	61480
351.611328125	n/a	180026	STATUS	61490
352.818359375	n/a	180644	STATUS	61501
353.935546875	n/a	181216	STATUS	61510
354.185546875	n/a	181344	STATUS	61450
355.685546875	n/a	182112	STATUS	61463
356.052734375	n/a	182300	STATUS	61471
356.328125	n/a	182441	STATUS	61472
357.060546875	n/a	182816	STATUS	61480
358.0703125	n/a	183333	STATUS	61490
359.5703125	n/a	184101	STATUS	61501
360.51171875	n/a	184583	STATUS	61510
360.76171875	n/a	184711	STATUS	61450
362.26171875	n/a	185479	STATUS	61463
362.62890625	n/a	185667	STATUS	61471
362.90234375	n/a	185807	STATUS	61472
363.63671875	n/a	186183	STATUS	61480
364.64453125	n/a	186699	STATUS	61490
366.111328125	n/a	187450	STATUS	61501
367.12890625	n/a	187971	STATUS	61510
367.37890625	n/a	188099	STATUS	61450
368.87890625	n/a	188867	STATUS	61463
369.24609375	n/a	189055	STATUS	61471
369.51953125	n/a	189195	STATUS	61472
370.25390625	n/a	189571	STATUS	61480
371.26171875	n/a	190087	STATUS	61490
373.529296875	n/a	191248	STATUS	61501
374.5625	n/a	191777	STATUS	61510
374.8125	n/a	191905	STATUS	61450
376.3125	n/a	192673	STATUS	61468
376.6796875	n/a	192861	STATUS	61471
377.412109375	n/a	193236	STATUS	61472
377.6875	n/a	193377	STATUS	61480
378.6953125	n/a	193893	STATUS	61490
380.087890625	n/a	194606	STATUS	61501
381.0703125	n/a	195109	STATUS	61511
381.3203125	n/a	195237	STATUS	61450
382.822265625	n/a	196006	STATUS	61463
383.1875	n/a	196193	STATUS	61471
383.462890625	n/a	196334	STATUS	61472
384.197265625	n/a	196710	STATUS	61480
385.205078125	n/a	197226	STATUS	61490
386.37109375	n/a	197823	STATUS	61501
387.255859375	n/a	198276	STATUS	61511
387.505859375	n/a	198404	STATUS	61450
389.005859375	n/a	199172	STATUS	61463
389.37109375	n/a	199359	STATUS	61471
389.646484375	n/a	199500	STATUS	61472
390.380859375	n/a	199876	STATUS	61480
391.388671875	n/a	200392	STATUS	61490
392.755859375	n/a	201092	STATUS	61501
393.748046875	n/a	201600	STATUS	61510
393.998046875	n/a	201728	STATUS	61450
395.498046875	n/a	202496	STATUS	61463
395.86328125	n/a	202683	STATUS	61471
396.138671875	n/a	202824	STATUS	61472
396.873046875	n/a	203200	STATUS	61480
397.880859375	n/a	203716	STATUS	61490
399.263671875	n/a	204424	STATUS	61501
400.123046875	n/a	204864	STATUS	61510
400.373046875	n/a	204992	STATUS	61450
401.873046875	n/a	205760	STATUS	61463
402.240234375	n/a	205948	STATUS	61471
402.513671875	n/a	206088	STATUS	61472
