onset	duration	sample	type	value
0	n/a	1	STATUS	61440
0	n/a	1	Epoch	n/a
0	n/a	1	CM_in_range	n/a
0.875	n/a	449	STATUS	61694
2.375	n/a	1217	STATUS	61450
3.875	n/a	1985	STATUS	61463
4.2421875	n/a	2173	STATUS	61471
4.517578125	n/a	2314	STATUS	61472
5.25	n/a	2689	STATUS	61480
6.259765625	n/a	3206	STATUS	61490
10.92578125	n/a	5595	STATUS	61500
11.09375	n/a	5681	STATUS	61510
11.34375	n/a	5809	STATUS	61450
12.84375	n/a	6577	STATUS	61463
13.208984375	n/a	6764	STATUS	61471
13.484375	n/a	6905	STATUS	61472
14.21875	n/a	7281	STATUS	61480
15.2265625	n/a	7797	STATUS	61490
16.244140625	n/a	8318	STATUS	61501
16.509765625	n/a	8454	STATUS	61511
16.759765625	n/a	8582	STATUS	61450
18.259765625	n/a	9350	STATUS	61463
18.626953125	n/a	9538	STATUS	61471
18.90234375	n/a	9679	STATUS	61472
19.634765625	n/a	10054	STATUS	61480
20.642578125	n/a	10570	STATUS	61490
23.16015625	n/a	11859	STATUS	61501
23.39453125	n/a	11979	STATUS	61510
23.64453125	n/a	12107	STATUS	61450
25.14453125	n/a	12875	STATUS	61463
25.509765625	n/a	13062	STATUS	61471
25.78515625	n/a	13203	STATUS	61472
26.51953125	n/a	13579	STATUS	61480
27.52734375	n/a	14095	STATUS	61490
28.16015625	n/a	14419	STATUS	61500
28.66015625	n/a	14675	STATUS	61511
28.91015625	n/a	14803	STATUS	61450
30.41015625	n/a	15571	STATUS	61468
30.77734375	n/a	15759	STATUS	61471
31.51171875	n/a	16135	STATUS	61472
31.78515625	n/a	16275	STATUS	61480
32.794921875	n/a	16792	STATUS	61490
33.861328125	n/a	17338	STATUS	61500
34.044921875	n/a	17432	STATUS	61510
34.294921875	n/a	17560	STATUS	61450
35.794921875	n/a	18328	STATUS	61463
36.162109375	n/a	18516	STATUS	61471
36.435546875	n/a	18656	STATUS	61472
37.169921875	n/a	19032	STATUS	61480
38.177734375	n/a	19548	STATUS	61490
39.427734375	n/a	20188	STATUS	61501
39.62890625	n/a	20291	STATUS	61510
39.87890625	n/a	20419	STATUS	61450
41.37890625	n/a	21187	STATUS	61463
41.74609375	n/a	21375	STATUS	61471
42.01953125	n/a	21515	STATUS	61472
42.75390625	n/a	21891	STATUS	61480
43.76171875	n/a	22407	STATUS	61490
46.99609375	n/a	24063	STATUS	61500
47.228515625	n/a	24182	STATUS	61510
47.478515625	n/a	24310	STATUS	61450
48.978515625	n/a	25078	STATUS	61468
49.345703125	n/a	25266	STATUS	61471
50.080078125	n/a	25642	STATUS	61472
50.353515625	n/a	25782	STATUS	61480
51.36328125	n/a	26299	STATUS	61490
52.671875	n/a	26969	STATUS	61501
52.9375	n/a	27105	STATUS	61511
53.1875	n/a	27233	STATUS	61450
54.6875	n/a	28001	STATUS	61463
55.0546875	n/a	28189	STATUS	61471
55.330078125	n/a	28330	STATUS	61472
56.0625	n/a	28705	STATUS	61480
57.072265625	n/a	29222	STATUS	61490
58.072265625	n/a	29734	STATUS	61501
58.2890625	n/a	29845	STATUS	61511
58.5390625	n/a	29973	STATUS	61450
60.0390625	n/a	30741	STATUS	61463
60.404296875	n/a	30928	STATUS	61471
60.6796875	n/a	31069	STATUS	61472
61.4140625	n/a	31445	STATUS	61480
62.421875	n/a	31961	STATUS	61490
63.962890625	n/a	32750	STATUS	61501
64.22265625	n/a	32883	STATUS	61510
64.47265625	n/a	33011	STATUS	61450
65.97265625	n/a	33779	STATUS	61463
66.337890625	n/a	33966	STATUS	61471
66.61328125	n/a	34107	STATUS	61472
67.34765625	n/a	34483	STATUS	61480
68.35546875	n/a	34999	STATUS	61490
70.48046875	n/a	36087	STATUS	61501
70.72265625	n/a	36211	STATUS	61511
70.97265625	n/a	36339	STATUS	61450
72.47265625	n/a	37107	STATUS	61463
72.83984375	n/a	37295	STATUS	61471
73.115234375	n/a	37436	STATUS	61472
73.84765625	n/a	37811	STATUS	61480
74.85546875	n/a	38327	STATUS	61490
76.70703125	n/a	39275	STATUS	61501
77.490234375	n/a	39676	STATUS	61510
77.740234375	n/a	39804	STATUS	61450
79.240234375	n/a	40572	STATUS	61468
79.607421875	n/a	40760	STATUS	61471
80.33984375	n/a	41135	STATUS	61472
80.615234375	n/a	41276	STATUS	61480
81.623046875	n/a	41792	STATUS	61490
82.83984375	n/a	42415	STATUS	61501
83.08984375	n/a	42543	STATUS	61511
83.33984375	n/a	42671	STATUS	61450
84.83984375	n/a	43439	STATUS	61463
85.20703125	n/a	43627	STATUS	61471
85.482421875	n/a	43768	STATUS	61472
86.21484375	n/a	44143	STATUS	61480
87.224609375	n/a	44660	STATUS	61490
88.20703125	n/a	45163	STATUS	61500
88.431640625	n/a	45278	STATUS	61510
88.681640625	n/a	45406	STATUS	61450
90.181640625	n/a	46174	STATUS	61463
90.548828125	n/a	46362	STATUS	61471
90.82421875	n/a	46503	STATUS	61472
91.556640625	n/a	46878	STATUS	61480
92.56640625	n/a	47395	STATUS	61490
95.765625	n/a	49033	STATUS	61500
96	n/a	49153	STATUS	61510
96.25	n/a	49281	STATUS	61450
97.75	n/a	50049	STATUS	61463
98.1171875	n/a	50237	STATUS	61471
98.390625	n/a	50377	STATUS	61472
99.125	n/a	50753	STATUS	61480
100.1328125	n/a	51269	STATUS	61490
104.333984375	n/a	53420	STATUS	61501
104.484375	n/a	53497	STATUS	61511
104.734375	n/a	53625	STATUS	61450
106.234375	n/a	54393	STATUS	61468
106.599609375	n/a	54580	STATUS	61471
107.333984375	n/a	54956	STATUS	61472
107.609375	n/a	55097	STATUS	61480
108.6171875	n/a	55613	STATUS	61490
109.509765625	n/a	56070	STATUS	61500
109.701171875	n/a	56168	STATUS	61511
109.951171875	n/a	56296	STATUS	61450
111.451171875	n/a	57064	STATUS	61463
111.81640625	n/a	57251	STATUS	61471
112.091796875	n/a	57392	STATUS	61472
112.826171875	n/a	57768	STATUS	61480
113.833984375	n/a	58284	STATUS	61490
115.68359375	n/a	59231	STATUS	61500
116.66015625	n/a	59731	STATUS	61510
116.91015625	n/a	59859	STATUS	61450
118.41015625	n/a	60627	STATUS	61463
118.775390625	n/a	60814	STATUS	61471
119.05078125	n/a	60955	STATUS	61472
119.78515625	n/a	61331	STATUS	61480
120.79296875	n/a	61847	STATUS	61490
122.509765625	n/a	62726	STATUS	61501
122.685546875	n/a	62816	STATUS	61510
122.935546875	n/a	62944	STATUS	61450
124.435546875	n/a	63712	STATUS	61468
124.80078125	n/a	63899	STATUS	61471
125.53515625	n/a	64275	STATUS	61472
125.810546875	n/a	64416	STATUS	61480
126.818359375	n/a	64932	STATUS	61490
128.71875	n/a	65905	STATUS	61501
128.89453125	n/a	65995	STATUS	61511
129.14453125	n/a	66123	STATUS	61450
130.64453125	n/a	66891	STATUS	61463
131.009765625	n/a	67078	STATUS	61471
131.28515625	n/a	67219	STATUS	61472
132.01953125	n/a	67595	STATUS	61480
133.02734375	n/a	68111	STATUS	61490
135.52734375	n/a	69391	STATUS	61500
135.7265625	n/a	69493	STATUS	61510
135.9765625	n/a	69621	STATUS	61450
137.478515625	n/a	70390	STATUS	61463
137.84375	n/a	70577	STATUS	61471
138.119140625	n/a	70718	STATUS	61472
138.853515625	n/a	71094	STATUS	61480
139.861328125	n/a	71610	STATUS	61490
140.89453125	n/a	72139	STATUS	61501
140.994140625	n/a	72190	STATUS	61511
141.244140625	n/a	72318	STATUS	61450
142.744140625	n/a	73086	STATUS	61463
143.111328125	n/a	73274	STATUS	61471
143.38671875	n/a	73415	STATUS	61472
144.119140625	n/a	73790	STATUS	61480
145.12890625	n/a	74307	STATUS	61490
146.478515625	n/a	74998	STATUS	61500
146.603515625	n/a	75062	STATUS	61510
146.853515625	n/a	75190	STATUS	61450
148.353515625	n/a	75958	STATUS	61468
148.720703125	n/a	76146	STATUS	61471
149.453125	n/a	76521	STATUS	61472
149.728515625	n/a	76662	STATUS	61480
150.736328125	n/a	77178	STATUS	61490
153.38671875	n/a	78535	STATUS	61501
153.544921875	n/a	78616	STATUS	61511
153.794921875	n/a	78744	STATUS	61450
155.294921875	n/a	79512	STATUS	61463
155.662109375	n/a	79700	STATUS	61471
155.9375	n/a	79841	STATUS	61472
156.669921875	n/a	80216	STATUS	61480
157.6796875	n/a	80733	STATUS	61490
158.86328125	n/a	81339	STATUS	61500
160.587890625	n/a	82222	STATUS	61510
160.837890625	n/a	82350	STATUS	61450
162.337890625	n/a	83118	STATUS	61468
162.705078125	n/a	83306	STATUS	61471
163.4375	n/a	83681	STATUS	61472
163.712890625	n/a	83822	STATUS	61480
164.720703125	n/a	84338	STATUS	61490
167.271484375	n/a	85644	STATUS	61501
167.470703125	n/a	85746	STATUS	61511
167.72265625	n/a	85875	STATUS	61450
169.22265625	n/a	86643	STATUS	61463
169.587890625	n/a	86830	STATUS	61471
169.86328125	n/a	86971	STATUS	61472
170.59765625	n/a	87347	STATUS	61480
171.60546875	n/a	87863	STATUS	61490
174.689453125	n/a	89442	STATUS	61501
177.498046875	n/a	90880	STATUS	61511
177.748046875	n/a	91008	STATUS	61450
179.248046875	n/a	91776	STATUS	61463
179.615234375	n/a	91964	STATUS	61471
179.888671875	n/a	92104	STATUS	61472
180.623046875	n/a	92480	STATUS	61480
181.630859375	n/a	92996	STATUS	61490
183.556640625	n/a	93982	STATUS	61501
183.763671875	n/a	94088	STATUS	61511
184.013671875	n/a	94216	STATUS	61450
185.515625	n/a	94985	STATUS	61468
185.880859375	n/a	95172	STATUS	61471
186.615234375	n/a	95548	STATUS	61472
186.890625	n/a	95689	STATUS	61480
187.8984375	n/a	96205	STATUS	61490
190.505859375	n/a	97540	STATUS	61501
190.681640625	n/a	97630	STATUS	61511
190.931640625	n/a	97758	STATUS	61450
192.431640625	n/a	98526	STATUS	61468
192.798828125	n/a	98714	STATUS	61471
193.53125	n/a	99089	STATUS	61472
193.806640625	n/a	99230	STATUS	61480
